source,target,path_length
eCxODNTNSqQ,N4o5ghM4UMY,19
eqdEH9lOfTw,dmCNwep5xnE,52
4Q6wg2ai2go,uyGFM5072ok,9
pTR93Hf9gjI,_Wplq0Adw_Y,1000
NL2OKPDpLaw,blydGALU7DI,1000
HlSAwc7kb9M,Ey1TtAPcAlk,15
UAn2QVukv78,TlKxXob0LXw,5
MSBykAngDpY,a9LWX9sdSDE,4
wuPmF20aNbM,mUjcSowDuzk,1000
j4ASeaIChCs,oGaAsuZLprU,46
IhACRAOPrco,8UFQxKuJ1YA,39
oO1rHRTavYw,5_sq_CYU3Yw,1000
OciDcV1rRsk,rlO_aMyAETY,23
ygakq6lAogg,0zGnfL_Cc7M,22
n74mktpenx8,MDNuq94Zg_8,8
0P3xbv9luRY,qb_24tskvvA,37
On17lZGO28M,3SL3-Qz3F0o,13
Yw_68Qrse3A,QE-zEuGvNW0,2
1OEF3Q-ch3s,bO2i5bX4Trg,47
V_VMIdn_wcA,CN3PTgNk3gI,41
xSLGIMIVoVM,cZ3MscZr_4I,72
jAHQg8kCqr4,ng6YGho1tXQ,1000
08q9ch8w4B0,KwDv3CwIm4s,1000
i4Jrf4YCxko,XLolWur6GoU,52
du-y8XBSdsM,3yZ78V5dyJU,11
r02hVGUlIVE,5BHGwVs3CBw,25
v7y-0p8FAsY,9tcJz14qgII,1000
vL9rXOfgwl8,1GX8eK7aAbk,46
mSdb5XuyXAw,81Iuf237NNU,19
bRzwOQNdCsA,RgkV-ONjvT8,5
Hxs6XTHr-eI,jTHqqIavwbo,36
Gb2l742AbNA,el9aYVROPMU,29
bkOgUkqxOeg,rotuS6QkrNo,5
1tUDzOp10pk,mhzASYsqQ74,4
1aQ8c8T2FzA,7Cy174LocVk,1000
kkI42wdVPMU,DazUYjiYXWQ,42
F3oUbpp8djk,erZI3UHzO0M,26
ssJutXkpSlY,VUPcIIX6108,1000
UWkhBGayhXE,oYw6KQPqQrY,1000
3ngU-lfvKks,UrgLb7-NLRs,16
HTaO_j8fK_g,r5vRRTBsHSc,1000
xJMq1_2vw_g,Zb0M2m6kd9c,52
lj_rP-ApQFw,jTsaAD5te9U,42
nqL3wUlRFD0,6-fkYFV7rOY,3
IVcUV59EEtE,jc0UfqLCmDY,1000
RUDjp2rLZNs,cYmBAMUY_HQ,43
NzeWWH291VE,2tOldt7u7Cc,17
5xpd6i0ySFI,jc-zRH3Mmy4,1000
H-J8Kbx9o68,aNfkNV7woTY,32
xmcD5Vrz21s,YtRs8491RIs,1000
okKRNbLJMuY,iAp5HY4D8s0,58
PSsP-0Ef0hM,8AhZkNra_dk,46
HWsoDt0Osok,8t-MEnLvMEw,34
TmzBpFVI8EM,74-g5BZO5U4,22
x6YaqtQ8CwU,rf5KgJNf3Gg,34
uuCr-nXLCRo,t94tfD5uTwo,24
uWBsn4BXGu0,ycT-iCnv2T0,34
UslvEXS6w5c,2fItNBjULu8,1000
twJ7DzabcJE,BJaNtVP7BZs,45
9UwQl6z1tFY,F0QwIvkPsvg,52
3C-Zv0qOiBA,aAYV5H4rsqs,56
Wm8PHnaeJ-M,T7f9OESwUSs,34
hzTZSghDfh0,V9wAqse4oYM,25
CgEz7IgIMD4,bQcAoKnqdec,1000
g5koL0Ar2Js,hIjitq2qXz4,1000
rOmDfzxcxQU,hyHmRSUgzsY,42
4ukPh690JR0,SBp45lFj0eY,5
HmWaXXLrRW0,q3G9fDO5PYE,7
lFLjNq8Xatc,AT23dyKN6gQ,27
CHFy6egYcUg,M4p9rdGPX6o,12
7k0W8-T7MNY,e19DKBFpeiI,23
8LBMb7IKqP0,Ey2Im3n68DY,33
FB9NBz8lH5o,oiLwBTeGkEI,6
1Mu8D69uxA0,lHN1XyyMSIU,45
wZ7YedEopp4,FA-_SSO_hhI,45
vsa_xWLOghg,LLTmaOKEcSQ,54
XSS5VFFR5wI,1chnTNA7xow,43
ooXQ6p7t2l0,DOHRdGJUdWM,39
ZHFZDV0VBn8,SgrDwzNXck8,1000
JT_rdb3mm4s,fyBlkdpov10,2
2TnlSVKuy34,nCTGSF-yQ5o,11
g06TP17rSA4,VfSoBWlOeaM,1000
kmuZwH_FrXM,VW_xOlbIlFA,38
RRh4Y1m6jiE,9_KDV6kfBsQ,36
tVo5jD5igo4,SNzEhX2Kuq4,56
issvmcwBNok,3-0XnxPW0lg,7
OJYkcPAf0VU,kgCIsVGTDww,1000
OiCZedRkA5o,jE-LhqLt5LY,21
DWptiqzxU0Y,GrYFiCY2dZM,39
0aomz-1STsA,Xgj_KhsgjVo,1000
dMtIzbNC56s,7V1xYURU8Ts,54
RU480YGNFHI,6CxDImaTtSw,2
WllyfCI1bwk,LLQ9nxPtKM8,1000
KwOKm9-c2ls,M6X_r4DppWk,14
JqQqIgUOqz4,yhVVujWUiH8,57
PHVdwpJDHTs,KXpN8jY4VCU,64
f8-kg14rBlU,NKyAt8gCaJc,42
Q6ygtyFMSMI,q0a9qPkYHBg,52
r7ZJPBzaGgs,cIi_TvIvUdk,1000
W6Mu5MnGwXU,C1XH3wWsX0c,1000
iUWorV2u0BM,4U8pP2BAEhY,24
zbkj3Bg4LrU,JKRgM8bdL34,38
DuP6eqcp0dU,rOF68pq00Ag,1000
AJdl61E56JM,GCy9Jb2LOvE,20
QnPRVx2NQ8Y,0GhcIpDRN3w,26
fsB36hjBuZI,vp2gs5Kx2V0,4
HnPiTAnb5MQ,ApYtgwXJvi0,1000
mI50fFhUMis,n0as75FDnic,11
5CVML6Z8_Zw,s1g_9xqmzdg,4
Fqyh4nMG0iI,xn_Nes6lzEk,2
6QEciRDTZiw,w1xCB74nShU,54
3NfCpGsy4qQ,Eoh0yBhOp4s,43
14i0MUXR2fo,MRuNT8eXU8k,1000
XliOko5xrr0,-9UVCszasVM,1000
f1Ys1Ybsvuw,1Q1uMIlI3iA,46
86V0sXot8Ng,okJ4kEwWEuQ,1000
g3iH5p0Xr08,cSUMtxXiCWA,23
moAYKarA_EA,Ats8_ROfv1k,7
oVCMMuSEoek,BRbjT6xqmyg,44
1ICJUFOJa2g,8P4YGNOVsDI,46
-xHzhJS_CKE,-QgKGsufg6k,21
x-UHR2dJ88Y,Qmcmglqr79k,1000
VN5CqKJlSsQ,w20PZbTV3fo,38
-F3Qhi6qBQA,BODnEUh-nUw,46
VJrqB8UULXc,5He0aWJhink,41
bs95rWK-ses,PXd1ozERm1U,1000
3tL7DNzldO0,IFOevXSPDZE,39
1xlLksZovZE,n7fy4BM4fmU,1000
CHjuKwn8X0Q,PGcUXCxiITA,4
cCNKH88LxwY,rPe6iX5Y6z4,1000
VENnqNSX8t4,jgzb0U4W90Y,35
kJL1R2jiM-c,CpmPNIJkkDU,29
U3cXtjLQknc,RzhS4lngE1A,12
A9dblfEQLtA,6IKdvXmj5Z8,53
5tzNgUDVB3o,Z3462XOM4nM,19
wzovsquTyhQ,Cckt19px9gc,1000
4oCBK0WBZi8,vq4317KczIo,9
sI4Sa2h28z8,x9bApIZZg-Q,1000
gPVgDN8pX28,je8wSJ1lQyI,1000
8hszFrAGfho,InTrCgMSlFs,35
O9wSVWrDzK0,AT23dyKN6gQ,30
gYRU9bOK-So,dC8xK0PoF7g,1000
y10zeBEbKtc,a_YiWhgg7nw,55
Uc_AXIzZ9f8,Tmfu-g_BDdg,1000
tVoLdygUZnU,wGrPF8WNAIY,9
0uzpJKnleAc,JRbI0qRBjJQ,9
LadxKrRvevk,_uzuGuO0WnI,1000
nuuEu194Xjg,U1FBAdHt2lM,47
8Ivlw7FkkbI,6q55yma7cPs,3
QT1W4JVg9UA,ocN6Vrv_GhE,22
H5BoQ1qPPRs,o4Op1utTSDw,14
di2Vc4bjRJ4,pNw97S8jDps,2
4A_4wUofb6I,7OzUlFIovGQ,44
ZdvSQS-hqqA,cJ_x4J33g-Q,39
nmyou72bIoA,e5eLJIVY2zs,9
NvVbuVGtGSE,Yyj3EJ0pSRw,12
im55u0lnVjk,2sFN9SLpthE,29
JOr19ALbF1I,0z7NjgT0uIQ,29
unAviugRlY0,SrC8ROxGq6s,1000
EY0KKZoDWOg,kAZSZKDH-tk,35
pYvAIqexGZE,LrPdZmPB36U,48
xBg3Q40cXSg,7arO1FmzE4E,1000
L9dE-cB-060,tFud9rhCroI,1000
-oKBHS4ITEk,FZFvPK1cV-A,7
tg4NDWYr1-o,fAzf3tH9lbA,44
SLduGM8qcE8,hTIOdl3ErS8,1000
mHJY4QDWqtM,aVBcr44y5Ew,1000
9-KRDdF7bLo,IRfVffI88P8,7
DQ2zD5932kA,bjvy1UvUUws,7
6paDVLdwe_0,YXlt3F55blo,1000
35XL08p9yXk,gagcykr4pZ4,14
Uh63lYBAoRY,iXB4A5SCHio,19
1gxGsKBAyGc,LP4dt7CRW0I,46
tk8p6g_lRkU,AeWO8yZi5Kk,49
xE42eAcDDhw,jqurrVGiDUU,36
CDI3KdBG_78,jthpf2bDBQc,1000
OSWB4jod3Ts,ApBJMrYcTmM,1000
jduxB37aYBY,5LerIp0ZUy4,57
w2jo4pvh4n0,pHhu5NibgSA,8
AOI5y_0JXVc,YNOrTpj7yhU,7
wzuWoVpON1E,NfMmD-vUeRI,1000
JaDNn4epbYE,-XvGQQEMQjE,1000
rCDMlKJuQIg,_eZeOgx6wUQ,21
CPP1Ri43IzE,cMzr39uXyT8,6
TYUnJaroRpo,1IzZmoUVe3o,10
yiWhheX67SE,k-VgI4wNyTo,5
PeLKEpYFBDc,wJBCbWy1gsQ,5
GOPRMSlqzbU,dMH0bHeiRNg,15
NzzMgvDHi5A,WSiYFyaC3gM,2
hcaUfxlvqfY,BZm5Z-NfM4Q,43
q_hwkrcOhAA,jDkGr4QwtNs,33
g9VN3kVjvkE,A-LJYDyJgmQ,47
C8V_woZAKw8,g2bTo-t49oA,12
37uDW1BYP6Y,4J8eADCtmrk,37
lRDHUOA8ZoQ,jQKiTeICEDM,8
RAfYtHjNseg,Hg7VnetGW-c,57
DB8WGkVf9Qk,bV7iQFz_klY,8
192FVz_Q5U0,PX5Ec_oLfzs,34
VhMf2ZZuIbw,4BzbnPYTYAM,1000
I5Rfslc_kN8,HlR_kgI0BC8,40
ue3TIADm8KQ,V97JvC2kRw4,1000
KAWuudxa3_4,087pjPX3z_8,1000
hzIXNDhvQuw,Jw5Lm6oP6jQ,12
TAmnpCmsYxQ,sLANOBoeBGU,1000
t7Y8yKNGEo8,QZIUNJZGYkU,73
okQWmYdU3M8,aCUEXPAaJec,6
_etdjOzxSgA,oUR7I_VvPVY,1000
Vs08dljRPPY,g_dLLJXWYuA,46
tNws_gl0NYY,Io3QMwq11mU,22
wMUZILCEt0Q,ZpQMWKIdS4E,32
EObuGaV7MQo,LJpvCp-Mm8g,25
XZwWIC19UlE,D0INprwe7bc,4
ps8HKGTyvuA,8Ypn0mX_OBg,1000
PeQJ3EsodpE,shiA0j9NTqQ,50
F7pZVCrJ0fY,BfXyiAvFpFo,7
uGiGFQDS7mQ,j1aBQPCZoNE,4
5SERsejthLE,7TGDouEF4TQ,48
5dIt2EkWrhI,TZmfLrVD65I,55
YS2i2sjs0sI,lhrJ7I701vM,1000
rIvnGxYBlQw,iA130_nu988,19
FtEPxwLTJcs,kGKoUKaogas,57
FGuS3JPgs4E,B0iyFTn0uuU,1000
oCqpd-1AXp8,8eJoyiMvy8s,1000
aMS7h3vTFW4,APgm56yTTX8,9
N2OuOyNoVYI,UPV0cvDmwFU,13
SWWX8GTuL2Q,sTlZJBIoX7U,49
HbufA5RdfIQ,kCX_DdBSevw,63
LHLxzcXwTFc,-UtppqR8ALc,7
aV2RBaQhnlg,iCy7rA7YtA4,14
RCsZ5c6Nxow,pDjDjb9qBLY,1000
1-8DKrlrhxc,qCC8ctaJq5Y,44
KocfgvnbURg,bJGB8aWxIhQ,55
xsx-H_JIxZk,r05J_DC7Xgw,76
_Fbxsw21mkY,nmpkS6Wf5PY,10
kI-H1fcK0uA,OmMqmFix5MQ,7
6WrNgoRmpbk,drkJigFdg7k,1000
CuKYXg9A4q4,j2fVGpdoV7E,42
RmbsgmUq8M0,u_9Mmc8GPJk,20
c7HNe9T_8sg,otuqFsKpXMU,1000
Ieb9yl01-ck,vBPtV8OUrLk,22
OL2gban1_9Y,YcdGqgwSPWA,4
S0PuIsK2ySk,dfx6uUID7Lo,43
tgefBMSNtk8,q8kN5TohRqI,33
-TPEzQGlvqQ,MAX7heQf7pg,2
IK8G3qz7EJk,lAXyRFWp9_Y,36
cE4j3PZxG3Q,XVAZXRZtf6Y,12
t2DnjzqwVV8,D5v6yV064nQ,5
ED2xa_S0ytA,gX4wBW1DKP8,19
bhzWSqjZdlQ,1jOG4OMfzGk,79
VjDHAt95eMI,QuRYAULlV5g,62
zLnNbJjjTog,B8J9SyU7gUc,1000
pWmZBpIhU9I,jSwAufNvC8M,1000
YsQOgpzIMog,ukvEaRIyxSs,50
Ywlm-LPftOY,A4rrwvHf6vo,1000
zFO7ciIpy6Q,8OSq-8HABIA,6
7uZf0GtgZK0,E8IECTPOiiE,1000
4yvdXO9N1D4,Fp6p-Mrp7hU,8
YqXX00Ulugg,6mqGf4hIiDw,16
8WYHWSCChKA,NjqclNdySSk,45
dawt-udTPlQ,UuPKC2sV9jw,9
V05Nm4UYntM,DaSrssDxEgU,8
1juE49_pTUk,oNITgkp3amw,34
M2l7D1aw5q4,_8KhcjEHVfA,46
dheVUvtNXZM,O90BZV7TtzE,1000
rw_aT8ZxSsI,dbdk-266nTs,45
QQzgCws0Ddc,S2EydKsOSzE,1000
EXDts_EtvBo,8_I-0P2Lz7g,54
9aE4eMVeUEw,JzjnhpqWIPs,13
5fGCsItMlq4,WWUtkQud8ho,63
w_pWu57AWHU,wrD7XdXFgNM,38
DyNjvPoOcHU,4UjAYa7SU4k,58
MK98G7yVcEg,_stcdha-1BU,29
JpTYqWYIoG0,Cx4aKLKFk14,5
PgRsHI-GEyQ,HU7vSgpiaXM,26
mR-_Ce8RD7M,e4TwGY4IUzg,21
E0mAN-nDorc,4LVd8nwuGZM,32
jaTKFTrBUac,5j5oNJJ5k3c,25
txIqH4Tawuk,XyxXGEK6C8g,22
39l9EkYhqYI,SL6-rfzpfl8,6
ICqhf434QHc,eE38DqTfV-c,1000
sUmWMwkqkVI,v3Oq-srlpa8,45
fAtvXvx_tQE,SB8vaHtSXoE,1000
NC0Y4-GTYCA,9hT1hKbZEJo,40
3-0WtBsP4yg,DKsWqo6hD9k,20
WeM9VS98bG8,bAoy8Suiw0g,4
uIlo6WJIltk,3Y0sEyPUP_k,53
bNdIfCoOHrg,_yyS3SZjsH8,1000
6gqamELrkhA,HluPlqCVs_g,1000
2g3aM97Bwak,brcLXM8cMXA,21
bfUvtLonV6k,o4x-VW_rCSE,9
oVZrFHdoHWM,wnAD3EP9r4A,1000
-0wZqhyavpo,NV_gNLfSnhk,60
-5ahvyZffKE,a4VfezYTGRw,18
TMwPizdj-Y4,Duiz_FSh14k,4
aVNNwYpRnfk,UKSpqQD4BIM,1000
BmjbCfgCqCE,pUyB7CjNdUc,52
eyB2SYsHJ0U,jDd1Ulm2fOw,34
O26sgmcvS9I,4Iq7T2OZeZ0,68
S1nFoAIodqw,ty9V_kqgEEQ,28
NCe1RJL8l00,KxntzjOvo8Q,9
lrxTuNzcRlc,Eii_JDNOiLM,34
6gD0pcbLnWI,6cUXFkiBkhg,8
y14JVDMHTUI,UBekjuHf-Hk,22
wi3IK-6tiQA,HbrqUU-KzJs,42
k3mWPz1v_IU,cWbtPcEIWsI,1000
H8N3pZBrVes,hxDiBqfCIhg,10
NNdC_cDvsz4,kZ7G8U0EWfA,1000
flWhrqSMAow,dEOMtaWflpQ,24
3ciQ5_UkWDk,k5Qj78aXNUA,37
iIGX5EdPNV0,CmVSTLAgNCc,31
2OjkpKHYoFs,-7ndeQMVgJM,57
Z45XJh35cTU,Tdf2T6705sU,54
jTMwm0hioKA,5g3EwTZffn4,3
GQ2Qr1Uwhx0,Shj-D0MzAkI,47
fvrFg7zrrq8,SN83sXijLlc,32
wAcos7Ymnu0,4A9kDbZg7BY,6
3bNcdgCHg_g,dDeOY9-uxbs,12
1P85WA3d1Jo,Abf66uDlVCY,40
Cy8hppgAMR0,WbsZWWBZwtE,27
bG_J9Mh1EFM,bujosPK1s-Q,22
bMJOcy0Nupw,e2yNw2VU2Cc,35
afdGHS3h2CI,1O3TlzHLmV8,19
MsK0l7o8fZQ,QJ1lmmeSKDw,49
SySnQyTtBN0,hHJOGbLlDYM,9
quydFcYLuj4,T9qEwOJV_mc,46
o3UFOL6f0_M,5BHGwVs3CBw,24
DRgJn4dEBXY,YqXX00Ulugg,29
3xcQvfjk7FU,u4kncVrjaQk,62
v52Igdotisk,mNpj4W4evZI,53
44o4S0jNC-o,_kCqnazgyck,1000
jsPL0h9PmA4,zmHpwD_63Po,55
VLP3TDMjJiE,ypr-gwhe_bw,33
Yo-NOU9N48Y,3D552ImfnnY,6
KxntzjOvo8Q,RyxYf8epczU,2
i9MeTBC_Yu8,k6_Rv9ZVNVI,2
LCfMdJIUUwM,NFjj_DQWCtU,3
pzANxm3_2DQ,L8WttFoF3Og,57
cV0yJCRtcjA,ySmzsLbp834,18
Zh6rvgNAkws,WZ20mjoBNdk,42
vJ5FvaASrs0,pRw2EJwHjgU,1000
ZBKu0b5Ly1c,aKJonM0fM54,15
AGAycE8A470,KxxuSiC4wNw,5
ACaXrne33Sc,UHxjbWEDWWk,26
DE_3nM9Zkic,kCwBsbVqDdI,29
nSn4WHLTRis,Zj1LDgph6PY,38
bzVQrZWgfhs,F0QwIvkPsvg,42
U8P3nypZMmk,K3IkZl1Kzno,42
X9exYTtynGI,FrOUCG3qckU,7
okQWmYdU3M8,3Mxxj_pDjxA,1000
OoSJNDFOxRk,UzqEplADFgo,18
P75-LsO-rNA,e5eLJIVY2zs,3
nSD3bMEbXjg,PQ1v41RHp5c,1000
Df9toeY1_WI,UAxV_EIP3vg,45
Nb1WnT8QDXg,GSF3Tfclr68,1000
31UWxZ75SD0,Hw9_RlGPBpc,28
y_w8BY5QzAg,fxnmnV5hWp0,12
LDg58aX9Gmw,zkJWrBXDP18,42
9CdsANAXwBM,oLqAWa1OxPk,1000
Dk_jSzXXFbY,h_HFYtLUQUU,24
sFql-9SoxkA,mrb5si8c6Bg,3
V1YXgwzqnfc,v9Ut-t7k_zY,30
VqBsEdVf-kw,HlR_kgI0BC8,41
bJNmtbwbGxw,22d_OI-OP9s,1000
ajEFy_923dw,PRZb--wS3BI,42
tgiOP8kv2dM,ON0Rq_dCm9U,23
REeJixRoanE,NKGfEzy8sBs,1000
Gr35a7oLjnQ,t3P1eq9rGsk,51
V1YXgwzqnfc,pFFlKqINlpA,38
aLuTTcitUKU,TzXYDNVojN4,3
4_X-XpDrAA4,UqDCTXoSv58,12
dwZIZexB9Hw,e4XeggssSlg,11
7nVJs3H8DHo,glKbP2u8fqQ,62
-J30S6hkiyU,y1Dy8YHfShQ,35
DeRi8onDamM,5-E0y1eUi9w,6
Pk3rl3rH3Nk,XP6xN74eIxw,1000
qNUYmtdyxvw,VkX6Qq0L-WM,1000
iWwqNpsdLrA,46gFLJNPh70,11
I0sJFIlrOiQ,eBSUPjNa3xE,6
WPD7jY6B_f8,bYm96VeDip0,1000
Kzg6KxulClo,mQKUJCe0biA,14
91Ht6KQmc8M,basICKC4ZJc,1000
7_R3MSUhKPs,jMgTzaGew_A,17
1IBnlgqcNGg,SaJ3TILCOZE,6
88mg_p6HXLg,wVewrKXb278,29
W72e9xBUVFk,-AgSSvwkjHM,21
8cHokzh1gV8,Jiu3SbY430U,5
Tw3XxlkLNdQ,VddHTF6gUMU,48
__SpoaTJsfo,hI5oZvkMtHc,19
-WmdrNDz20M,yvMwHvAoNDE,2
JOAzuqngOYo,XtEGVUREMco,32
MiFTIukqJg8,N5YmdQdTwwM,1000
8Wii32xvzFA,-0NIbdCMoRA,9
vhRAgLwYaU4,pFsOXUOl_ag,56
VlqJLgRy62s,kZ8hi-ldDMM,1000
NC0Y4-GTYCA,POMN7annQco,1000
b_OtXlsurOI,U--56O-33c8,58
AL-Sgw6NX7w,Qf9o7jynQl8,34
tv3NKKo3lQM,-HF3wQ93L7o,36
C5oGaZIKYvo,s_f-KK140vM,10
ofH3k6KUGNs,HYDApxbEYqU,34
euLTq1RBa5w,J3C-ug_Nfds,63
xffyuerwFa0,wrodJirQSt0,20
oYq_pWNulHY,yj72e5q61Fs,23
q6KazK0lxn4,uqeOYi0Vq8M,46
OfmQ8CWnirY,K6g6-6roBOs,1000
schoDbcPkDI,cYCYH-snnZY,9
8Oyed-Fyoxo,vBLtGVv7_z4,50
71-50iYjMik,AY_YIe7AsSI,35
GhLbvzO4ZSc,jqurrVGiDUU,46
65mWVxcN1I4,mOo6LN3HRY0,1000
QHYFUPq84YM,OqJuqmjsJBU,1000
DSUyAXwWCCg,Hx4iKCTlJUE,62
xr_SXGt4bko,dAFfu3dO8gk,6
pdJTrupdgfc,UVimgA4vaRA,43
kr1tt6PwPbA,VjuvKmPvwE4,10
KKmLNW56LPA,vwb3KaWfofE,38
za501S_PWSE,S3wXNuzFoxs,54
QbCh-6QJtqw,UFHdB1jVAPw,19
NfBUCayjNvI,QdxL03e73r4,41
mOXhXoYOK7w,rZ6hnPEzfL8,38
YgaNW1KRgK4,MacjQFNVLlQ,10
oHw7L6_33sU,NznVXWdipX0,45
i-BQXhFAZhQ,njW7mPNGoBM,7
HwmyiuoY1co,MFqXymY6BjI,14
8B1-JzzY1Ps,qmF6b08edJc,72
jZX8IU_-yAc,FGSoHMJdxOM,1000
cqqHt-JUrgU,MCJEtDo4CsQ,1000
th-XxH2nmMQ,i9zw21vgFYw,60
9GPsrBkWzLU,AuQcUFsn80Q,54
Cy8hppgAMR0,RCF_PdS3r3U,36
5g3EwTZffn4,XHDWL1n1oFg,3
5C7v5vwSvIc,d5IqpsjUmFg,20
HIDbtaQdOIU,2tfKoE4cWA0,16
y2eZzRUSJJg,spG9kPU326E,30
66p83ThnJIc,XDZrMTvo5CM,53
kSdGTANfH90,gQeUo-A6KKE,45
QHFwiUMqyR4,zHQOxvBAjJo,33
ZbsTQgjPiZ0,ec8hv60LQc8,1000
vDiSpKw42Jw,kCgOSEUJDNg,47
nby5Bzume28,RHXiGwDO8Jo,38
orK0xrc8kWA,ItFAsyqDopc,1000
s8gKSUeh7Jo,TxISr71Wnj8,48
oi31tAsxZKM,4Ms-ikCm4HQ,7
nAxjdRj14KU,xzuE7pLsR1k,44
R_BwlXkWS_M,EVDJu74Gl1M,6
EPS7JP-LTkY,AbQ6YyiDSKA,39
7nrpwEDvusY,1hX1LxXwdl8,4
4llgWDdPeRM,_NXwHUojWbI,7
npdXjTEVggk,HQMubogH-1w,45
mxPzFe0D730,CgOPVfDFBIc,36
73cuha9Oq58,mFaNo1bUkPc,49
BACgPkJCcO4,6mrk4ugmJEM,26
c7LeZZ5WZF0,DHQ_jSbWvyw,2
PbOomdCcBMI,kv4zGOlajJo,33
GlqpQ8d2wRs,_Dcsx0jzavw,1000
GgG-Dt3aPdM,1Ohber-mzLw,8
Ax6pVpKcLuk,e8Zzt3PEwuM,1000
FPk2QDfjaBU,37sTTRTzDz4,2
PPicbIDJNmw,TjvdCd4AuLk,10
QFLSkeH9nD0,lc9jPl5ctkY,42
e0NPCmeMAdw,q8UYhWP0eVU,1000
x871_-mQyIo,0ZZQvVYUMMY,44
e0EjujY5x74,t2LYr9-VcQM,8
M8tMpYcAxdo,Oke1rDI7U_U,1000
N5m775HUmSg,7bdscVTYyuo,1000
XHDWL1n1oFg,8uPgBS9x6XU,5
mipq3FMHleM,1grKqt3y3TM,1000
f3ZK3vhSJng,w57JLmY5dmw,28
OI8EoFc7kRI,gC5tFP7Dijw,31
uxXvuDm3ZZg,QJ1lmmeSKDw,45
w3-WzqfbVHU,iLdhQR1sXug,1000
c7i2-yzljRo,ItFo1DQRXu4,6
dZeHRl9IC6g,gWYUJK828Dk,6
VtpFzMhGw_E,MC8Zvl-8ziA,6
8UMY1hcPAuE,_WYUzBNBAcU,2
ZP_c1T7yZxM,ORVQjngJs-s,3
OhWLs_p02Fg,fOiKdU6VTr4,31
CPD-6wFeYLo,8fSVoiB0Df8,9
6i3vQmVmVfY,pmSGskjNjmI,4
N4o5ghM4UMY,b9S-jzAKw20,44
-J30S6hkiyU,ER4sFDz9Drw,28
ZB-pGBIl_fk,85zbKL7uiFc,48
oUfHMelU7GY,114Vov-tjPY,55
U6TlFi4JK14,RZnq4hQ03ac,18
U9x6sWdnbrQ,Sfm6KjEUpnQ,46
vH8Hc-vkdQs,mH_YXfgUqMs,34
rRvKODfqOLs,2wenz04m-C0,30
qGD8L794rbY,CiaU5VUyI-c,41
8lsHWFXMaXY,PIUOKnPU1zA,16
2QmUvMQqD-I,zzhVCc8nT18,18
Uns9GAGXX4E,RS4yEGjy0zc,32
Iw0Pi671BMs,1KDAxj3KzkA,6
wJWpKTa68KA,QJAU41xrd9o,7
1ajm45QLHPA,AbzwNiJwvPs,1000
muAWbT628V8,b97jncZk4dU,1000
rVvr_kVYOVU,n1VL-ZAIfxw,1000
8oEgSixBh4A,tZCsLtFLon8,47
kOvIBMO0kCw,Z_d5OA-_eR4,1000
LyFXYdlf9rw,yDbNBpUWnWg,39
p-I3ellz5F0,vvIGy9w0K4s,51
gDarFfgzT-U,K7uLybvaSPc,2
gTu3G0ZxVTI,M4ayR0aPB1o,21
05TPu98PRww,6_rBJWwMhXI,5
CJGtnPg6LlM,3oyAWX3konc,11
8i2z9LEirPw,86IBSmFTyLw,24
TSm-nFCDO1s,brlUANubPK4,9
Mge6-ZnVtgY,7WdOlV_JvYY,1
mwJHQUTLKX0,6ZHQWDl0MNA,5
J_pRJcR65ns,54BUicwUR9A,52
E1fj-5BCKOg,oykR0sjoDyo,1000
P6DpJC5K2EU,jComo_X5NZo,5
3cUehxeePlg,fQprue7Z7cY,38
e5GCa4nBKFw,5VPRVR7WX88,44
WZPI4ERNvyU,_frIdjUEJSY,1000
IdR01wwEg1E,qvB6b1y7LQI,40
v58HDDzj4nA,_81U4ngh4tc,1000
Ft6fC6RI4Ms,z-_23hlqIwE,3
_-_S4OJXCLk,tB8RNLRLvMY,33
LFF3oLzhdiE,cVP5ncvG9Uc,1000
nBdIbnZHEHM,QPX82iGWyVc,5
QF_QlBtQi0U,RbLHbRepDWc,34
FDFYwrOgsi4,DzaYKQO0AyQ,7
IvJsFRLrrtQ,JaaF9t1p6ME,6
Onm_QuTSM-4,DQQeJdHzbP4,14
nS5BaLJ1Ju8,aGiclm06RIs,29
eZQ3BMukysg,r1HNQEQ0BHg,52
Ilakr985Xb0,OStx5HMRV7Y,64
aLBZeUaQ9zI,TZQGpIu8NkQ,12
L1plczKROxw,ghjZaRjcxX8,46
piXeT3JacH4,qlWVpNxJdqU,1000
S46XKa3uj2U,n96kBt_PsV4,1000
WpKs5yKXWgU,JxnSbqPIGJo,19
3EFmSbb8Nf0,WI-9bgbuf3c,7
MkUy2nZMZcc,eqyr_5-L_1Y,3
7kUu0W5RviU,7xGw82IpUZc,62
-b1FdnuIwZ0,IlwB4jyq5Tw,6
AKhStzbTfcI,1t6TqW40M00,4
MpkI7GW2V34,v8cGpmLPEP0,26
sUj-tB0Xaso,bg5DTYi7jUo,25
98A-cTra52E,DFrnKyShFBc,5
rHIfiOUwGMA,GKnViwSL40o,37
z5SJ2AiNsIA,z_kKFbfHfN8,1000
tiZPTt0TQEs,WJcbLpI6YA4,17
n5SRao1hGbs,Z79Xb7aikqg,1000
hBwLibWBc1A,KWyK-UGMiOc,33
MJBIR0ZaPIw,NrgDTb0OYdk,6
n9_V3ri9zU0,CtfHFODV15Q,47
XLYuqLVa19c,WIMEMpRhcrU,38
07w_YIkCBug,FAtCf4by4F0,31
